"","V1","V2"
"1",0.839573794,0.172907298110275
"2",6.61476385333333,2.69021968718785
"3",-0.336970852400667,0.124119705829617
"4",2.33769898,0.213277961415559
"5",1.56135508466667,0.354289452436123
"6",-0.26942592294,0.212522833514138
"7",2.40841574,0.0932093686617568
"8",-0.3718224352,0.120860467467862
"9",1.07970332733333,0.107141448043955
"10",1.507426814,0.170513974391313
"11",0.543768073333333,0.115339738180593
"12",0.9102741,0.101220655095993
"13",4.31747689333333,1.09987669998574
"14",-0.129616913624,0.196791243388901
"15",2.08305280666667,0.226463143708555
"16",0.172580901538,0.211850891922254
"17",3.44199231333333,0.490392134061591
"18",0.94795684,0.178142397860073
"19",-1.17188726066667,0.251514940525672
"20",-0.370154759666667,0.0854504001178887
"21",2.25828959333333,0.188589440669733
"22",0.606955272,0.133140074426847
"23",1.073243418,0.147890252501269
"24",-0.140869072048,0.242677910347302
"25",0.0125907559193333,2.00472978571239
"26",0.0130360771331333,0.180763774294158
"27",-0.0664856775266667,1.99182281323011
"28",0.00454183804,0.179008970008124
"29",-0.341393703466667,0.0822025446417426
"30",-0.975418654666667,0.101394320463194
"31",0.112046779307333,0.106783283083384
"32",-0.058688676138,0.160617801878226
"33",0.160680885149333,0.12763468637487
"34",0.73495748,0.0926213996416522
